ref:FR:prix-carburants,brand,name,operator,branch
13090021,Auchan,Auchan,,
6600001,Carrefour,Carrefour,,
83120002,Carrefour Market,Sainte-Maxime / Mermoz,,
83500008,Avia,Avia Eurl Marina,,
13790005,Shell,Shell,,
13180001,Eni,Eni,Eni,
13741001,Carrefour,Station Service Carrefour,Carrefour,
5700002,,Les Chambons,,
13170011,Total,Relais Mirabeau,,
36140003,TotalEnergies,Total,Tisseron,
13240002,,Relais du 8 Mai,,
13220003,Carrefour,Carrefour,,
84800004,TotalEnergies,Total,,
84300013,,Campus,,
13660005,Intermarché,Intermarché,,
84300003,TotalEnergies,TotalEnergies,,
13220004,Carrefour Contact,Carrefour Contact,,
84440001,Avia,Avia,,
18170001,Système U,Station U - Poids Lourds,,
74960013,Eni,Eni,,
26270009,Dyneff,Dyneff,Dyneff,
26400007,TotalEnergies,TotalEnergies,,
26000005,TotalEnergies,TotalEnergies,,
6650003,Avia,,Avia,
78000016,Esso,Esso,,
13002007,Avia,Masorea Avia,,
13008001,Casino,Casino,,
13014010,Avia,Avia,,
13170008,Independent,Relais des Cadeneaux,,
83870001,Avia,Avia,,
13011022,Intermarché,Intermarché,,
83330007,Avia,Avia,,
13011026,Auchan,Auchan,Auchan,
13000003,,Station Dorgelès,,
13015020,Eni,Eni,Eni,
13009009,Avia,Station Avia,Avia,
13011017,Total,Relais Total de La Mazenode,Total,
13016008,TotalEnergies,Total Access,Elf,
13008017,TotalEnergies,Total Access,,
13012025,Esso,Esso Marseille Saint-Barnabé,,
13012029,Intermarché,Intermarché,,
84400004,,,Intermarché,
13009008,TotalEnergies,TotalEnergies,,
13010011,TotalEnergies,TotalEnergies,Total Acces,
13008014,Avia,,,
13000003,,,,
13740003,Auchan,,,
13011026,Auchan,Auchan,Auchan,
13011023,,Station La Millière,,
13210002,Intermarché,,Groupement des Mousquetaires,
84360004,Avia,Avia,,
13370006,Intermarché,Station du Moulin Pont-Royal,,
13140005,Intermarché,Intermarché,,
84340002,Elan,,,
84200010,Super U,Super U Carpentras,,
61700004,TotalEnergies,Total Contact Domfront,,
93600006,Intermarché,Intermarché,Groupement des Mousquetaires,
56700009,Esso,Esso,,
31400008,Dyneff,,,
76200002,Esso Express,Esso Express,,
36120001,Avia,Avia,,
57170002,Esso Express,Esso Express,,
14310002,TotalEnergies,Total,Total,
25720002,Avia,Avia,Avia,
45190014,E.Leclerc,E. Leclerc,,
60800009,Monoprix,Monoprix,Groupe Casino,
79000001,Carrefour,Carrefour,,
20166005,Vito,Relais de la Tour,,
6201001,Carrefour,Carrefour,Carrefour,
6000007,Avia,Avia,Avia,
6610005,Carrefour Contact,Carrefour Contact,,
13340005,Shell,Shell,,
23300010,Shell,Shell,Shell,
77290003,Shell,Shell,Shell,
16700009,Shell,Shell,Shell,
50420001,Shell,Shell,Shell,
3400005,Shell,Shell,,
73500006,Shell,Shell,Shell,
35590004,Shell,Shell,Shell,
38670002,Shell,Shell,,
45770003,Shell,Shell,,
59817002,Shell,Shell,,
68390002,Shell,Shell,Real Sarl,
10150003,Shell,Shell,Shell,
79230004,Shell,Shell,,
89190008,Shell,Shell,,
62630006,Shell,Shell,,
42440011,Shell,Shell,,
62231001,Shell,Shell,,
67116003,Shell,Shell,,
13100006,Esso Express,Esso Express,,
59216002,Carrefour,carrefour contact,,
85680001,Intermarché,Intermarché,,
6220006,E.Leclerc,Station Service E. Leclerc,Leclerc,
83340010,TotalEnergies Access,Relais Le Luc Les Liebauds,,
86200005,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
36250006,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
7130005,Total,Total Contact,,
6700008,,Station Auto Espace Azuréen,,
57600015,TotalEnergies,Total Relais Forbach,Total,
57200001,TotalEnergies,Total,,
68000006,TotalEnergies,Station Mulat,Total,
68000019,TotalEnergies,Relais des Cigognes,Total,
76400010,TotalEnergies,TotalEnergies,,
22590001,Intermarché,Intermarché,,
54480001,Carrefour Contact,Carrefour Contact,,
15000008,Intermarché,Intermarché,,
47800003,Netto,Netto,,
11800003,Intermarché,Intermarché,,
76600012,TotalEnergies,Total,,
92240001,Avia,Avia,Avia,
45190015,E.Leclerc,E.Leclerc,,
76600001,Carrefour Market,Carrefour Market,Distrival,
2300002,Carrefour,Station Carburant Carrefour,,
2100018,D.M. Combustibles,,,
62470006,TotalEnergies,Total,SARL JMV,
62450004,E.Leclerc,E. Leclerc,,
24150005,Intermarché,Intermarché,,
63580001,,,,
4200011,Avia,Avia Aubignosc,,
38470004,Super U,Super U,Système U,
70000010,E.Leclerc,E. Leclerc,E. Leclerc,
7400006,Intermarché,Intermarché,,
6260001,TotalEnergies,TotalEnergies,,
75012020,Total,Relais de Bercy,,
33830001,Système U,Système U,Super U,
26700002,Intermarché,Bricocash Mousquetaire,INTERMARCHE,
5000008,Intermarché,Intermarché,Groupement des Mousquetaires,
5600005,Intermarché,Intermarché,,
5600002,Intermarché,Intermarché,,
5230003,Intermarché,Intermarché,,
84290001,Système U,Système U,,
84550005,E.Leclerc,Leclerc,Leclerc,
84100009,TotalEnergies,TotalEnergies,,
63150002,Intermarché Super,,,
6660003,TotalEnergies,TotalEnergies,,
74600015,TotalEnergies,Total,Total,
78730001,Auchan,Auchan,,
78630011,TotalEnergies,TotalEnergies Access,,
76620002,Carrefour,Carrefour,,
12400006,Super U,Super U,Super U,
36000001,Auchan,Auchan,Auchan,
91640003,Total,Relais Total De Chanteraine,Total,
1250004,Avia,Avia,Avia,
38240003,Carrefour,,Carrefour,
31700005,E.Leclerc,Station Service E. Leclerc,,
38170004,Total,Total Access,,
62230003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
1500006,Total,Total,,
16320003,Super U,Super U,Super U,
11100015,,Super U,,
13130005,Dyneff,Le nouveau relais de Berre,,
89200003,Avia Xpress,Avia,Auchan,
39210001,AVIA,AVIA Xpress,AVIA,
38380002,Dyneff,,,
42310001,Avia XPress,Avia XPress,,
71850004,Avia Xpress,,,
13340004,Dyneff,Dyneff,,
65330001,Dyneff,Dyneff,,
47550009,Avia,Avia,,
89450002,,Rousseau Carburant,Rousseau Carburant,
38890002,Carrefour,,,
84160003,,Station Laurent,Sarl Fuel & Station Laurent,
84140006,TotalEnergies,TotalEnergies,,
84000017,,La Durance,,
84000021,TotalEnergies,Total Access,,
84130010,TotalEnergies,Relais Total de l'Oseraie,Total,
84600002,Intermarché,Intermarché,,
34290003,Shell,Shell,Shell,
34360002,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
14130007,Total Access,Total Access,,
69250009,TotalEnergies,TotalEnergies,,
67200012,TotalEnergies,Relais Total De Cronenbourg,Total,
78390005,TotalEnergies,Total,Total,
78680004,Total Access,Total Access,,
78150013,Total Access,Total Access,Elf,
78690003,Total Access,Station Total,Elf,
78200012,Total Access,Relais Total De La Ville Jolie,Total,
67480001,TotalEnergies,Total Contact,Total,
67700011,TotalEnergies,Total Access,,
44360009,Total,Total,,
67840002,TotalEnergies,TotalEnergies,Garage Laas,
67390003,TotalEnergies,Total,,
67190009,TotalEnergies,Total Access,Total Access,
78380004,TotalEnergies,Total Access,Total,
67120004,TotalEnergies,Total,Shell,
78100002,Total,Total,,
78175001,TotalEnergies,Total,,
44210004,Total,Station Service Route Bleue,Peugeot,
67600010,TotalEnergies,Total,,
78680002,TotalEnergies,Total,,
78700003,Total,,Total,
44220003,Total,Total,Total,
78340005,Total,Total,Total,
67460001,TotalEnergies,Total,Total,
67800011,TotalEnergies,Total,,
44190002,Total,Total,,
67110002,TotalEnergies,Total,,
44140006,Total,,,
78520004,Total,,,
78410004,Total,Total Aubergenville,,
44190004,TotalEnergies,Total,Total,
67220005,TotalEnergies,Total,,
78130011,TotalEnergies,TotalEnergies Access,,
78550009,TotalEnergies,Total Access,,
78150012,TotalEnergies,Total,Total,
44600009,Total Access,Total Access,Total,
44160006,Total,Total Contact,,
67310004,TotalEnergies,Total Access,Total,
78480004,TotalEnergies,TotalEnergies,,
67200011,TotalEnergies,Total,Total,
67580001,TotalEnergies,Total,,
78300011,Total,Total,,
44420004,Total,,,
67210004,TotalEnergies,Relais Total De L'ehn,Total,
44170002,Total,Total Contact,,
44290002,TotalEnergies,Total Contact,SARL VIVIEN,
67500005,TotalEnergies,Total,Total,
44120005,Total Access,Total Access,Total,
44000010,TotalEnergies,Total Access,Total,
67112002,TotalEnergies,Total Contact,Total,
38530001,Système U,Système U,Super U,
63240001,Total,Total,,
57000025,Eni,Eni,,
58700002,Carrefour,,,
7320004,Carrefour,Carrefour Contact,Carrefour,
26100010,Avia,Avia,SARL ROMTIN,
26260002,Netto,Netto,Netto,
26100001,Système U,Station U,,
26420001,Comptoir Énergie,Comptoir Énergie,Communauté des communes du Vercors,
26540001,Carrefour,Carrefour,Carrefour,
26120004,Intermarché,Station Intermarché,,
26300010,Système U,Station U,,
26300016,Utile,Utile,,
7700004,Intermarché,Intermarché,,
30490002,Intermarché,Intermarché,,
30490002,,,,
23000004,Avia,Station Avia,Avia,
52200012,Avia,Station Avia,Avia,
15000012,Avia,Station Avia,Avia,
69360019,Avia,Avia,Avia,
69003012,Avia,Avia,Avia,
69500011,Avia,Avia,Avia,
74440002,Avia,AVIA,AVIA,
11480008,Avia,Avia,,
52150001,Avia,Avia,Avia,
69210009,Avia,Avia,Avia,
48100002,Avia,Avia,,
69160005,Avia,Avia,,
48400003,Avia,,AVIA,
87160007,Avia,Avia,DROCHON AUTOMOBILES,
21330001,Avia,Avia,,
48200003,Avia,,,
21600008,Avia,Avia,,
39000004,Avia,Avia,Avia,Station La Montagne
73610002,Avia,Avia,Avia,
71110003,Avia,Avia,Garage Christophe Janin,
25420005,Avia,Avia,,
71250004,Avia,Avia,,
71500007,Avia,Avia,,
52400002,Avia,Avia,,
39200007,Avia,Garage Parisi Claude,Avia,
1230002,Avia,Avia,,
52600001,Avia,Avia,,
21510001,Avia,Avia,,
15700001,Avia,Avia,,
19200002,Avia,Avia,,
23300007,Avia,,,
87320001,Avia,Garage Duplacieux,,
13890000,Independent,Station du Vallat,,
21220008,Avia,Avia,,
46300009,Avia,Avia,,
46300007,Avia,Avia,,
87100012,Avia,,,
19340003,Avia,,,
73400005,Avia,,,
25110005,Avia,Avia,,
25430003,Avia,Avia,,
19550001,Avia,Avia,,
15000018,Avia,Avia,,
71710004,Avia,Avia,,
16480001,Avia,Avia,,
71210011,Avia,Avia,,
74270007,Avia,Avia,,
83670001,,,BP,
83910002,Carrefour Contact,Carrefour Contact,,
83170002,Avia,Avia,Avia,
83830002,Avia,Avia,,
83780002,Avia,Garage Cotton JM,,
83840001,,Station Service Communale,,
83570003,Avia,Pravaz,,
88650004,TotalEnergies,Total,Total,
26230002,Intermarché,Intermarché,,
79000012,Esso Express,Esso Express,,
72150002,Intermarché,,,
22200005,TotalEnergies,Guingamp services,,
25640007,TotalEnergies,Relais Total De Marchaux,Total,
68140002,Total,Total,Total,
78710004,BP,BP,,
29900004,Intermarché,,,
93270008,Esso,Esso,,
93600019,Esso,Esso,,
70700003,,Garage Bobillier,,
21400005,Intermarché,Intermarché,Groupement des Mousquetaires,
87300002,Total,Esso,Esso,
21000022,Avia,Avia,Avia,
23200001,Carrefour,Carrefour,Carrefour,
23500002,Intermarché,Intermarché,Groupement Les Mousquetaires,
79500005,Intermarché,Intermarché,Groupement des Mousquetaires,
33290004,Intermarché,Intermarché,Groupement des Mousquetaires,
17410002,Intermarché,Intermarché,Groupement des Mousquetaires,
33700012,Intermarché,Intermarché,,
16260002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
16430004,Intermarché,Intermarché,,
16600001,Intermarché,Ruelle,,
87270005,Intermarché,Intermarché,,
87250001,Intermarché,Intermarché Bessines-sur-Gartempe,Groupement des Mousquetaires,
85400006,Intermarché,Intermarché,,
85210010,Intermarché,Intermarché,Intermarché,
79360001,Intermarché,Intermarché,,
87380002,Intermarché,,,
11310001,,Carrefour Express Le Carburant,,
87500007,Intermarché,Intermarché,,
84330005,Carrefour,Carrefour,cavaille Etienne,
44740002,Avia,Avia,,
45250001,Carrefour,Carrefour,Carrefour,
45120008,Carrefour,Carrefour,Carrefour,
43360004,Avia,Avia PL,,
63320002,,Station Vigouroux,,
63340001,Super U,Super U,,
63540002,Total Excellium,Total Excellium,,
63140001,Total,Total,,
42430001,Carrefour,Carrefour,,
42170002,Intermarché,Intermarché,,
42510005,,Netto,,
42640002,,Petrol N7,,
43320002,Carrefour Contact,Carrefour Contact,,
42650001,Esso,Esso,,
27620002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
39500010,Intermarché,Netto,,
52500003,Intermarché,Intermarché,,
92110010,Total Access,Total Access Pont de Clichy,Total,
92300013,ESSO,ESSO,,
77870002,Auchan,Auchan,,
77460005,Auchan,Auchan,,
50260004,TotalEnergies,Total,,
3390005,Avia,Avia,,
87120003,TotalEnergies,TotalEnergies,,
56550002,Total,Total,,
44370009,TotalEnergies,TotalEnergies,,
44380001,Carrefour,Carrefour,,
5220001,E. Leclerc,E. Leclerc,,
5240003,Avia,Avia,Avia,
16110004,Total,Station AVIA,AVIA,
1220001,Carrefour,Carrefour,Carrefour,
85480001,Total,,,
79310001,Total,Total,SARL MARTIN SERVICE AUTO,
87600003,Avia,Avia,,
48200008,Avia,Avia,,
21190006,TotalEnergies,Relais Beaune Tailly (VL),TotalEnergies,
1200003,Carrefour,Carrefour,,
66380001,Esso,Esso,,
66000020,Total Access,,,
83320002,,ravitaillement carburant du port,,
69500008,TotalEnergies,Total Access,Total,
13012029,Renault,Renault,,
14500013,U,U Express,,
52100016,TotalEnergies,TotalEnergies,,
52100015,TotalEnergies,TotalEnergies,,
74450001,Total,Total Contact,,
40140005,,Netto,SAS SOSTODIS,
5000019,Intermarché,GAP GPL 24/7 OBBLIGATORIO,Intermarché,
86150002,Intermarché,Intermarché,Groupement des Mousquetaires,
86160002,Intermarché,Intermarché,Groupement des Mousquetaires,
86530001,Intermarché,,,
48200005,Système U,,,
81170001,TotalEnergies,Total,,
66330002,Intermarché,Intermarché,Intermarché,
87280008,TotalEnergies,Relais Total Access Limoges Grossereix,,
80210002,TotalEnergies,TotalEnergies,SA GARAGE DU VIMEU,
76371001,Auchan,Auchan,,
67600009,,,,
18250002,Intermarché,Intermarché,Groupement des Mousquetaires,
36500005,Carrefour,Carrefour Market,,
3630004,Carrefour,Carrefour Market,,
3380002,Intermarché,Intermarché Contact,,
18390005,Elan,Elan,,
36150006,Fulli,Fulli,Fulli,
7300001,Carrefour Market,Carrefour Market,,
7430005,Intermarché,Intermarché,Intermarché,
7210001,Avia,Avia,,
57402001,E.Leclerc,Station service E. Leclerc,E. Leclerc,
17740001,Total,Total,,
90400001,Carrefour,Carrefour,,
10120006,Avia,Avia Xpress,,
18600003,Intermarché,Intermarché Super,Groupement des Mousquetaires,
86100015,Intermarché,Intermarché,Groupement des Mousquetaires,
63300005,Intermarché,Intermarché,Groupement des Mousquetaires,
63300002,TotalEnergies,Total,,
63120003,,,Lorenzini-Adam,
63120004,,Pireyre & Pascal energy,Pireyre Fuel,
53700001,U,U La Station,Super U,
37000011,Esso,Esso,,
61000005,Esso Express,Esso Express,,
35390001,U Express,La Station U,,
35400006,Carrefour,Carrefour,,
25800002,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
17150001,Super U,Super U,,
80190001,Total,Total,,
17130003,Total,Total,,
78000019,TotalEnergies,TotalEnergies,TotalEnergies,
84107001,Carrefour,Carrefour,,
31200002,TotalEnergies,Total,Total,
38520005,,Intermarché,,
33680001,Total Access,Total Access,,
14600004,Intermarché,Intermarché,Intermarché,
44350001,Carrefour Market,Carrefour Market,,
70000009,E.Leclerc,E. Leclerc,E. Leclerc,
71670001,E.Leclerc,E. Leclerc,,
44300015,Total,Total Petit Hermitage,SARL Madouas,
91380012,Intermarché,Intermarché,Groupement des Mousquetaires,
41600001,Carrefour Market,,,
43500001,TotalEnergies,Total,,
85190003,Avia,Avia,,
14130010,Avia,Avia,,
47000010,Avia,Avia,Avia,
59500010,Avia,Avia,,
22440004,Avia,Station des Châtelets,Avia,
13320009,Avia,Relais de Provence,,
42370001,Avia,Avia,SARL GB Autos,
51470001,Avia,Garage Pingy,Avia,
44590002,Avia,Avia Brétéché,Avia Brétéché,
76300007,Avia,Avia,Albik SARL,
31400002,Avia,Avia,Avia,
50340001,Avia,Avia,,
94160001,Avia,Avia,,
37290001,Intermarché,Intermarché,Groupement des Mousquetaires,
40260008,Avia,Avia,,
69800016,TotalEnergies,TotalEnergies,Total Market,
51400011,Total,Station Total,Total,
51400010,Total,Station Total,Total,
78700001,Auchan,Auchan,Auchan,
63610001,Auchan,Auchan Supermarché,Auchan,
63122001,Esso,Esso,,
63170007,Eni,Eni Express,,
63170001,Auchan,Auchan,,
63800005,Intermarché,Intermarché,Groupement des Mousquetaires,
63800004,TotalEnergies,Total,,
63800002,Auchan,Auchan supermarché station,Auchan supermarché,
43100004,,Garage Delmas,,
76210001,Carrefour,,Carrefour,
76210009,Avia,Avia,Albik SARL,
49600004,Intermarché,Intermarché,Groupement des Mousquetaires,
17130004,Intermarché,,,
16200003,Intermarché,,,
79370001,Intermarché,Intermarché,Groupement des Mousquetaires,
33160003,Intermarché,,Intermarché,
85490001,Intermarché,Intermarché,Groupement des Mousquetaires,
33700025,Auchan,Auchan,,
38360006,TotalEnergies,,,
76000014,Total,Total,Shell,
77700003,Esso,Esso,,
69400008,E. Leclerc,Station service E. Leclerc,E. Leclerc,
16100005,Avia,Avia,,
26260001,Super U,Super U,,
26190001,,Garage Magnan,Garage Magnan,
26380001,Agip,,,
26750001,E.Leclerc,Station service E. Leclerc,E. Leclerc,
45410001,Intermarché,Station Service Intermarché,Intermarché,
15500003,Intermarché,Intermarché Super,Groupement des Mousquetaires,
78980002,Total,Total,,
78320001,Total Access,Total Access,,
78310007,TotalEnergies,TotalEnergies,Total,
44000005,TotalEnergies,TotalEnergies,Total,
44100005,TotalEnergies,Total,Total,
44570006,Total Access,Total Access,Total,
44470006,Total Access,Total Access,Total,
44800008,Total Access,Total Access,Total,
44400005,TotalEnergies,Total Access,Total,
67340001,TotalEnergies,TotalEnergies,SARL GGE Stehly,
78290003,Total,,Total,
78280004,Total Access,Relais Les Saules,Total,
78360004,Total Access,TotalEnergies Access,,
78630010,Total Access,TotalEnergies Access,,
67120002,Total,Total,,Total
67590002,TotalEnergies,Station Total Garage Carlen,Total,
44300016,Total Access,Total Access,Total,
34220001,Super U,Super U 24/24,,
26730001,Total,Total,Total,
7470001,,,,
83570002,Intermarché,Intermarché,,
83170014,Auchan,Auchan,,
78540001,Carrefour Market,Carrefour Market,,
91100014,TotalEnergies,TotalEnergies,,
59710007,TotalEnergies,Total Access,,
69410007,TotalEnergies,Total Access,,
59000020,Total,Total,,
59160006,TotalEnergies,Total Energies,,
20240003,Total,,Total,
20224001,Total,Total,Total,
20145004,TotalEnergies,Relais de Bavella,,
20213007,TotalEnergies,Total,Total,
20600003,TotalEnergies,Total,,
20250002,TotalEnergies,TotalEnergies,,
59200008,Total,Total,,
20230011,Total,Total,Total,
69190012,TotalEnergies,Total Energies,Total Energies,
